<javax.crypto.Cipher: Cipher(javax.crypto.CipherSpi,java.security.Provider,java.lang.String)> _SINK_
<javax.crypto.Cipher: Cipher(javax.crypto.CipherSpi,java.lang.String)> _SINK_
<javax.crypto.Cipher: Cipher(javax.crypto.CipherSpi,java.security.Provider.Service,java.util.Iterator,java.lang.String,java.util.List)> _SINK_
<java.security.Provider: java.util.Enumeration<Object> elements()> _SOURCE_
<java.security.Provider: java.lang.String getProperty(java.lang.String)> _SINK_
<java.security.Provider: java.lang.String getProperty(java.lang.String)> _SOURCE_
<java.security.Provider: void check(java.lang.String)> _SINK_
<java.security.Provider: void readObject(java.io.ObjectInputStream)> _SINK_
<java.security.Provider: void implPutAll(java.util.Map)> _SINK_
<java.security.Provider: java.lang.Object implRemove(java.lang.Object)> _SINK_
<java.security.Provider: java.lang.Object implRemove(java.lang.Object)> _SOURCE_
<java.security.Provider: java.lang.Object implPut(java.lang.Object,java.lang.Object)> _SINK_
<java.security.Provider: java.lang.Object implPut(java.lang.Object,java.lang.Object)> _SOURCE_
<java.security.ServiceKey: ServiceKey(java.lang.String,java.lang.String,boolean)> _SINK_
<java.security.ServiceKey: int hashCode()> _SOURCE_
<java.security.ServiceKey: boolean equals(java.lang.Object)> _SINK_
<java.security.ServiceKey: boolean equals(java.lang.Object)> _SOURCE_
<java.security.ServiceKey: boolean matches(java.lang.String,java.lang.String)> _SINK_
<java.security.ServiceKey: boolean matches(java.lang.String,java.lang.String)> _SOURCE_
<java.security.Provider: void removeInvalidServices(java.util.Map<ServiceKey,Service>)> _SINK_
<java.security.Provider: java.lang.String[] getTypeAndAlgorithm(java.lang.String)> _SINK_
<java.security.Provider: java.lang.String[] getTypeAndAlgorithm(java.lang.String)> _SOURCE_
<java.security.Provider: void parseLegacyPut(java.lang.String,java.lang.String)> _SINK_
<java.security.Provider: java.security.Provider.Service getService(java.lang.String,java.lang.String)> _SINK_
<java.security.Provider: java.security.Provider.Service getService(java.lang.String,java.lang.String)> _SOURCE_
<java.security.Provider: java.util.Set<Service> getServices()> _SOURCE_
<java.security.Provider: void putService(java.security.Provider.Service)> _SINK_
<java.security.Provider: void putPropertyStrings(java.security.Provider.Service)> _SINK_
<java.security.Provider: void removePropertyStrings(java.security.Provider.Service)> _SINK_
<java.security.Provider: void removeService(java.security.Provider.Service)> _SINK_
<java.security.Provider: void implRemoveService(java.security.Provider.Service)> _SINK_
<java.security.UString: UString(java.lang.String)> _SINK_
<java.security.UString: int hashCode()> _SOURCE_
<java.security.UString: boolean equals(java.lang.Object)> _SINK_
<java.security.UString: boolean equals(java.lang.Object)> _SOURCE_
<java.security.UString: java.lang.String toString()> _SOURCE_
<java.security.EngineDescription: EngineDescription(java.lang.String,boolean,java.lang.String)> _SINK_
<java.security.EngineDescription: java.lang.Class getConstructorParameterClass()> _SOURCE_
<java.security.Provider: void addEngine(java.lang.String,boolean,java.lang.String)> _SINK_
<java.security.Provider: java.lang.String getEngineName(java.lang.String)> _SINK_
<java.security.Provider: java.lang.String getEngineName(java.lang.String)> _SOURCE_
<java.security.Service: Service(java.security.Provider)> _SINK_
<java.security.Service: boolean isValid()> _SOURCE_
<java.security.Service: void addAlias(java.lang.String)> _SINK_
<java.security.Service: void addAttribute(java.lang.String,java.lang.String)> _SINK_
<java.security.Service: Service(java.security.Provider,java.lang.String,java.lang.String,java.lang.String,java.util.List<String>,java.util.Map<String,String>)> _SINK_
<java.security.Service: java.lang.String getType()> _SOURCE_
<java.security.Service: java.lang.String getAlgorithm()> _SOURCE_
<java.security.Service: java.security.Provider getProvider()> _SOURCE_
<java.security.Service: java.lang.String getClassName()> _SOURCE_
<java.security.Service: java.util.List<String> getAliases()> _SOURCE_
<java.security.Service: java.lang.String getAttribute(java.lang.String)> _SINK_
<java.security.Service: java.lang.String getAttribute(java.lang.String)> _SOURCE_
<java.security.Service: java.lang.Object newInstance(java.lang.Object)> _SINK_
<java.security.Service: java.lang.Object newInstance(java.lang.Object)> _SOURCE_
<java.security.Service: java.lang.Class getImplClass()> _SOURCE_
<java.security.Service: java.lang.Object newInstanceGeneric(java.lang.Object)> _SINK_
<java.security.Service: java.lang.Object newInstanceGeneric(java.lang.Object)> _SOURCE_
<java.security.Service: boolean supportsParameter(java.lang.Object)> _SINK_
<java.security.Service: boolean supportsParameter(java.lang.Object)> _SOURCE_
<java.security.Service: boolean hasKeyAttributes()> _SOURCE_
<java.security.Service: java.lang.Class getKeyClass(java.lang.String)> _SINK_
<java.security.Service: java.lang.Class getKeyClass(java.lang.String)> _SOURCE_
<java.security.Service: boolean supportsKeyFormat(java.security.Key)> _SINK_
<java.security.Service: boolean supportsKeyFormat(java.security.Key)> _SOURCE_
<java.security.Service: boolean supportsKeyClass(java.security.Key)> _SINK_
<java.security.Service: boolean supportsKeyClass(java.security.Key)> _SOURCE_
<java.security.Service: java.lang.String toString()> _SOURCE_
<java.security.Signature: Signature(java.lang.String)> _SINK_
<java.security.Signature: java.security.Signature getInstance(java.lang.String)> _SINK_
<java.security.Signature: java.security.Signature getInstance(java.lang.String)> _SOURCE_
<java.security.Signature: java.security.Signature getInstance(sun.security.jca.GetInstance.Instance,java.lang.String)> _SINK_
<java.security.Signature: java.security.Signature getInstance(sun.security.jca.GetInstance.Instance,java.lang.String)> _SOURCE_
<java.security.Signature: boolean isSpi(java.security.Provider.Service)> _SINK_
<java.security.Signature: boolean isSpi(java.security.Provider.Service)> _SOURCE_
<java.security.Signature: java.security.Signature getInstance(java.lang.String,java.lang.String)> _SINK_
<java.security.Signature: java.security.Signature getInstance(java.lang.String,java.lang.String)> _SOURCE_
<java.security.Signature: java.security.Signature getInstance(java.lang.String,java.security.Provider)> _SINK_
<java.security.Signature: java.security.Signature getInstance(java.lang.String,java.security.Provider)> _SOURCE_
<java.security.Signature: java.security.Signature getInstanceRSA(java.security.Provider)> _SINK_
<java.security.Signature: java.security.Signature getInstanceRSA(java.security.Provider)> _SOURCE_
<java.security.Signature: java.security.Provider getProvider()> _SOURCE_
<java.security.Signature: void initVerify(java.security.PublicKey)> _SINK_
<java.security.Signature: void initVerify(java.security.cert.Certificate)> _SINK_
<java.security.Signature: void initSign(java.security.PrivateKey)> _SINK_
<java.security.Signature: void initSign(java.security.PrivateKey,java.security.SecureRandom)> _SINK_
<java.security.Signature: byte[] sign()> _SOURCE_
<java.security.Signature: int sign(byte[],int,int)> _SINK_
<java.security.Signature: int sign(byte[],int,int)> _SOURCE_
<java.security.Signature: boolean verify(byte[])> _SINK_
<java.security.Signature: boolean verify(byte[])> _SOURCE_
<java.security.Signature: boolean verify(byte[],int,int)> _SINK_
<java.security.Signature: boolean verify(byte[],int,int)> _SOURCE_
<java.security.Signature: void update(byte)> _SINK_
<java.security.Signature: void update(byte[])> _SINK_
<java.security.Signature: void update(byte[],int,int)> _SINK_
<java.security.Signature: void update(java.nio.ByteBuffer)> _SINK_
<java.security.Signature: java.lang.String getAlgorithm()> _SOURCE_
<java.security.Signature: java.lang.String toString()> _SOURCE_
<java.security.Signature: void setParameter(java.lang.String,java.lang.Object)> _SINK_
<java.security.Signature: void setParameter(java.security.spec.AlgorithmParameterSpec)> _SINK_
<java.security.Signature: java.security.AlgorithmParameters getParameters()> _SOURCE_
<java.security.Signature: java.lang.Object getParameter(java.lang.String)> _SINK_
<java.security.Signature: java.lang.Object getParameter(java.lang.String)> _SOURCE_
<java.security.Signature: java.lang.Object clone()> _SOURCE_
<java.security.Delegate: Delegate(java.security.SignatureSpi,java.lang.String)> _SINK_
<java.security.Delegate: Delegate(java.security.Provider.Service,java.util.Iterator<Service>,java.lang.String)> _SINK_
<java.security.Delegate: java.lang.Object clone()> _SOURCE_
<java.security.Delegate: java.security.SignatureSpi newInstance(java.security.Provider.Service)> _SINK_
<java.security.Delegate: java.security.SignatureSpi newInstance(java.security.Provider.Service)> _SOURCE_
<java.security.Delegate: void chooseProvider(int,java.security.Key,java.security.SecureRandom)> _SINK_
<java.security.Delegate: void init(java.security.SignatureSpi,int,java.security.Key,java.security.SecureRandom)> _SINK_
<java.security.Delegate: void engineInitVerify(java.security.PublicKey)> _SINK_
<java.security.Delegate: void engineInitSign(java.security.PrivateKey)> _SINK_
<java.security.Delegate: void engineInitSign(java.security.PrivateKey,java.security.SecureRandom)> _SINK_
<java.security.Delegate: void engineUpdate(byte)> _SINK_
<java.security.Delegate: void engineUpdate(byte[],int,int)> _SINK_
<java.security.Delegate: void engineUpdate(java.nio.ByteBuffer)> _SINK_
<java.security.Delegate: byte[] engineSign()> _SOURCE_
<java.security.Delegate: int engineSign(byte[],int,int)> _SINK_
<java.security.Delegate: int engineSign(byte[],int,int)> _SOURCE_
<java.security.Delegate: boolean engineVerify(byte[])> _SINK_
<java.security.Delegate: boolean engineVerify(byte[])> _SOURCE_
<java.security.Delegate: boolean engineVerify(byte[],int,int)> _SINK_
<java.security.Delegate: boolean engineVerify(byte[],int,int)> _SOURCE_
<java.security.Delegate: void engineSetParameter(java.lang.String,java.lang.Object)> _SINK_
<java.security.Delegate: void engineSetParameter(java.security.spec.AlgorithmParameterSpec)> _SINK_
<java.security.Delegate: java.lang.Object engineGetParameter(java.lang.String)> _SINK_
<java.security.Delegate: java.lang.Object engineGetParameter(java.lang.String)> _SOURCE_
<java.security.Delegate: java.security.AlgorithmParameters engineGetParameters()> _SOURCE_
<java.security.CipherAdapter: CipherAdapter(javax.crypto.Cipher)> _SINK_
<java.security.CipherAdapter: void engineInitVerify(java.security.PublicKey)> _SINK_
<java.security.CipherAdapter: void engineInitSign(java.security.PrivateKey)> _SINK_
<java.security.CipherAdapter: void engineInitSign(java.security.PrivateKey,java.security.SecureRandom)> _SINK_
<java.security.CipherAdapter: void engineUpdate(byte)> _SINK_
<java.security.CipherAdapter: void engineUpdate(byte[],int,int)> _SINK_
<java.security.CipherAdapter: byte[] engineSign()> _SOURCE_
<java.security.CipherAdapter: boolean engineVerify(byte[])> _SINK_
<java.security.CipherAdapter: boolean engineVerify(byte[])> _SOURCE_
<java.security.CipherAdapter: void engineSetParameter(java.lang.String,java.lang.Object)> _SINK_
<java.security.CipherAdapter: java.lang.Object engineGetParameter(java.lang.String)> _SINK_
<java.security.CipherAdapter: java.lang.Object engineGetParameter(java.lang.String)> _SOURCE_
<java.security.MessageDigestSpi: int engineGetDigestLength()> _SOURCE_
<java.security.MessageDigestSpi: void engineUpdate(byte)> _SINK_
<java.security.MessageDigestSpi: void engineUpdate(byte[],int,int)> _SINK_
<java.security.MessageDigestSpi: void engineUpdate(java.nio.ByteBuffer)> _SINK_
<java.security.MessageDigestSpi: byte[] engineDigest()> _SOURCE_
<java.security.MessageDigestSpi: int engineDigest(byte[],int,int)> _SINK_
<java.security.MessageDigestSpi: int engineDigest(byte[],int,int)> _SOURCE_
<java.security.MessageDigestSpi: java.lang.Object clone()> _SOURCE_
<java.security.KeyPair: KeyPair(java.security.PublicKey,java.security.PrivateKey)> _SINK_
<java.security.KeyPair: java.security.PublicKey getPublic()> _SOURCE_
<java.security.KeyPair: java.security.PrivateKey getPrivate()> _SOURCE_
<java.security.PermissionCollection: void add(java.security.acl.Permission)> _SINK_
<java.security.PermissionCollection: boolean implies(java.security.acl.Permission)> _SINK_
<java.security.PermissionCollection: boolean implies(java.security.acl.Permission)> _SOURCE_
<java.security.PermissionCollection: java.util.Enumeration<Permission> elements()> _SOURCE_
<java.security.PermissionCollection: boolean isReadOnly()> _SOURCE_
<java.security.PermissionCollection: java.lang.String toString()> _SOURCE_
<java.security.GeneralSecurityException: GeneralSecurityException(java.lang.String)> _SINK_
<java.security.GeneralSecurityException: GeneralSecurityException(java.lang.String,java.lang.Throwable)> _SINK_
<java.security.GeneralSecurityException: GeneralSecurityException(java.lang.Throwable)> _SINK_
<java.security.SecurityPermission: SecurityPermission(java.lang.String)> _SINK_
<java.security.SecurityPermission: SecurityPermission(java.lang.String,java.lang.String)> _SINK_
<java.security.AlgorithmParameters: AlgorithmParameters(java.security.AlgorithmParametersSpi,java.security.Provider,java.lang.String)> _SINK_
<java.security.AlgorithmParameters: java.lang.String getAlgorithm()> _SOURCE_
<java.security.AlgorithmParameters: java.security.AlgorithmParameters getInstance(java.lang.String)> _SINK_
<java.security.AlgorithmParameters: java.security.AlgorithmParameters getInstance(java.lang.String)> _SOURCE_
<java.security.AlgorithmParameters: java.security.AlgorithmParameters getInstance(java.lang.String,java.lang.String)> _SINK_
<java.security.AlgorithmParameters: java.security.AlgorithmParameters getInstance(java.lang.String,java.lang.String)> _SOURCE_
<java.security.AlgorithmParameters: java.security.AlgorithmParameters getInstance(java.lang.String,java.security.Provider)> _SINK_
<java.security.AlgorithmParameters: java.security.AlgorithmParameters getInstance(java.lang.String,java.security.Provider)> _SOURCE_
<java.security.AlgorithmParameters: java.security.Provider getProvider()> _SOURCE_
<java.security.AlgorithmParameters: void init(java.security.spec.AlgorithmParameterSpec)> _SINK_
<java.security.AlgorithmParameters: void init(byte[])> _SINK_
<java.security.AlgorithmParameters: void init(byte[],java.lang.String)> _SINK_
<java.security.AlgorithmParameters: T getParameterSpec(java.lang.Class<T>)> _SINK_
<java.security.AlgorithmParameters: T getParameterSpec(java.lang.Class<T>)> _SOURCE_
<java.security.AlgorithmParameters: byte[] getEncoded()> _SOURCE_
<java.security.AlgorithmParameters: byte[] getEncoded(java.lang.String)> _SINK_
<java.security.AlgorithmParameters: byte[] getEncoded(java.lang.String)> _SOURCE_
<java.security.AlgorithmParameters: java.lang.String toString()> _SOURCE_
<java.security.ProtectionDomain: ProtectionDomain(java.security.CodeSource,java.security.PermissionCollection)> _SINK_
<java.security.ProtectionDomain: ProtectionDomain(java.security.CodeSource,java.security.PermissionCollection,java.lang.ClassLoader,java.security.Principal[])> _SINK_
<java.security.ProtectionDomain: java.security.CodeSource getCodeSource()> _SOURCE_
<java.security.ProtectionDomain: java.lang.ClassLoader getClassLoader()> _SOURCE_
<java.security.ProtectionDomain: java.security.Principal[] getPrincipals()> _SOURCE_
<java.security.ProtectionDomain: java.security.PermissionCollection getPermissions()> _SOURCE_
<java.security.ProtectionDomain: boolean implies(java.security.acl.Permission)> _SINK_
<java.security.ProtectionDomain: boolean implies(java.security.acl.Permission)> _SOURCE_
<java.security.ProtectionDomain: java.lang.String toString()> _SOURCE_
<java.security.ProtectionDomain: boolean seeAllp()> _SOURCE_
<java.security.ProtectionDomain: java.security.PermissionCollection mergePermissions()> _SOURCE_
<java.security.ProviderException: ProviderException(java.lang.String)> _SINK_
<java.security.ProviderException: ProviderException(java.lang.String,java.lang.Throwable)> _SINK_
<java.security.ProviderException: ProviderException(java.lang.Throwable)> _SINK_
<java.security.KeyPairGeneratorSpi: void initialize(int,java.security.SecureRandom)> _SINK_
<java.security.KeyPairGeneratorSpi: void initialize(java.security.spec.AlgorithmParameterSpec,java.security.SecureRandom)> _SINK_
<java.security.KeyPairGeneratorSpi: java.security.KeyPair generateKeyPair()> _SOURCE_
<java.security.SecureRandomSpi: void engineSetSeed(byte[])> _SINK_
<java.security.SecureRandomSpi: void engineNextBytes(byte[])> _SINK_
<java.security.SecureRandomSpi: byte[] engineGenerateSeed(int)> _SINK_
<java.security.SecureRandomSpi: byte[] engineGenerateSeed(int)> _SOURCE_
<java.security.acl.Owner: boolean addOwner(java.security.Principal,java.security.Principal)> _SINK_
<java.security.acl.Owner: boolean addOwner(java.security.Principal,java.security.Principal)> _SOURCE_
<java.security.acl.Owner: boolean deleteOwner(java.security.Principal,java.security.Principal)> _SINK_
<java.security.acl.Owner: boolean deleteOwner(java.security.Principal,java.security.Principal)> _SOURCE_
<java.security.acl.Owner: boolean isOwner(java.security.Principal)> _SINK_
<java.security.acl.Owner: boolean isOwner(java.security.Principal)> _SOURCE_
<java.security.acl.Group: boolean addMember(java.security.Principal)> _SINK_
<java.security.acl.Group: boolean addMember(java.security.Principal)> _SOURCE_
<java.security.acl.Group: boolean removeMember(java.security.Principal)> _SINK_
<java.security.acl.Group: boolean removeMember(java.security.Principal)> _SOURCE_
<java.security.acl.Group: boolean isMember(java.security.Principal)> _SINK_
<java.security.acl.Group: boolean isMember(java.security.Principal)> _SOURCE_
<java.security.acl.Group: java.util.Enumeration<Principal> members()> _SOURCE_
<java.security.acl.Permission: boolean equals(java.lang.Object)> _SINK_
<java.security.acl.Permission: boolean equals(java.lang.Object)> _SOURCE_
<java.security.acl.Permission: java.lang.String toString()> _SOURCE_
<java.security.acl.Acl: void setName(java.security.Principal,java.lang.String)> _SINK_
<java.security.acl.Acl: java.lang.String getName()> _SOURCE_
<java.security.acl.Acl: boolean addEntry(java.security.Principal,java.security.acl.AclEntry)> _SINK_
<java.security.acl.Acl: boolean addEntry(java.security.Principal,java.security.acl.AclEntry)> _SOURCE_
<java.security.acl.Acl: boolean removeEntry(java.security.Principal,java.security.acl.AclEntry)> _SINK_
<java.security.acl.Acl: boolean removeEntry(java.security.Principal,java.security.acl.AclEntry)> _SOURCE_
<java.security.acl.Acl: java.util.Enumeration<Permission> getPermissions(java.security.Principal)> _SINK_
<java.security.acl.Acl: java.util.Enumeration<Permission> getPermissions(java.security.Principal)> _SOURCE_
<java.security.acl.Acl: java.util.Enumeration<AclEntry> entries()> _SOURCE_
<java.security.acl.Acl: boolean checkPermission(java.security.Principal,java.security.acl.Permission)> _SINK_
<java.security.acl.Acl: boolean checkPermission(java.security.Principal,java.security.acl.Permission)> _SOURCE_
<java.security.acl.Acl: java.lang.String toString()> _SOURCE_
<java.security.acl.AclEntry: boolean setPrincipal(java.security.Principal)> _SINK_
<java.security.acl.AclEntry: boolean setPrincipal(java.security.Principal)> _SOURCE_
<java.security.acl.AclEntry: java.security.Principal getPrincipal()> _SOURCE_
<java.security.acl.AclEntry: boolean isNegative()> _SOURCE_
<java.security.acl.AclEntry: boolean addPermission(java.security.acl.Permission)> _SINK_
<java.security.acl.AclEntry: boolean addPermission(java.security.acl.Permission)> _SOURCE_
<java.security.acl.AclEntry: boolean removePermission(java.security.acl.Permission)> _SINK_
<java.security.acl.AclEntry: boolean removePermission(java.security.acl.Permission)> _SOURCE_
<java.security.acl.AclEntry: boolean checkPermission(java.security.acl.Permission)> _SINK_
<java.security.acl.AclEntry: boolean checkPermission(java.security.acl.Permission)> _SOURCE_
<java.security.acl.AclEntry: java.util.Enumeration<Permission> permissions()> _SOURCE_
<java.security.acl.AclEntry: java.lang.String toString()> _SOURCE_
<java.security.acl.AclEntry: java.lang.Object clone()> _SOURCE_
<java.security.NoSuchAlgorithmException: NoSuchAlgorithmException(java.lang.String)> _SINK_
<java.security.NoSuchAlgorithmException: NoSuchAlgorithmException(java.lang.String,java.lang.Throwable)> _SINK_
<java.security.NoSuchAlgorithmException: NoSuchAlgorithmException(java.lang.Throwable)> _SINK_
<java.security.KeyManagementException: KeyManagementException(java.lang.String)> _SINK_
<java.security.KeyManagementException: KeyManagementException(java.lang.String,java.lang.Throwable)> _SINK_
<java.security.KeyManagementException: KeyManagementException(java.lang.Throwable)> _SINK_
<org.bouncycastle.asn1.DERUnknownTag: DERUnknownTag(int,byte[])> _SINK_
<org.bouncycastle.asn1.DERUnknownTag: int getTag()> _SOURCE_
<org.bouncycastle.asn1.DERUnknownTag: byte[] getData()> _SOURCE_
<org.bouncycastle.asn1.DERUnknownTag: void encode(org.bouncycastle.asn1.DEROutputStream)> _SINK_
<org.bouncycastle.asn1.DERUnknownTag: boolean equals(java.lang.Object)> _SINK_
<org.bouncycastle.asn1.DERUnknownTag: boolean equals(java.lang.Object)> _SOURCE_
<org.bouncycastle.asn1.DERInteger: org.bouncycastle.asn1.DERInteger getInstance(java.lang.Object)> _SINK_
<org.bouncycastle.asn1.DERInteger: org.bouncycastle.asn1.DERInteger getInstance(java.lang.Object)> _SOURCE_
<org.bouncycastle.asn1.DERInteger: org.bouncycastle.asn1.DERInteger getInstance(org.bouncycastle.asn1.ASN1TaggedObject,boolean)> _SINK_
<org.bouncycastle.asn1.DERInteger: org.bouncycastle.asn1.DERInteger getInstance(org.bouncycastle.asn1.ASN1TaggedObject,boolean)> _SOURCE_
<org.bouncycastle.asn1.DERInteger: DERInteger(int)> _SINK_
<org.bouncycastle.asn1.DERInteger: DERInteger(java.math.BigInteger)> _SINK_
<org.bouncycastle.asn1.DERInteger: DERInteger(byte[])> _SINK_
<org.bouncycastle.asn1.DERInteger: java.math.BigInteger getValue()> _SOURCE_
<org.bouncycastle.asn1.DERInteger: java.math.BigInteger getPositiveValue()> _SOURCE_
<org.bouncycastle.asn1.DERInteger: void encode(org.bouncycastle.asn1.DEROutputStream)> _SINK_
<org.bouncycastle.asn1.DERInteger: boolean equals(java.lang.Object)> _SINK_
<org.bouncycastle.asn1.DERInteger: boolean equals(java.lang.Object)> _SOURCE_
<org.bouncycastle.asn1.x509.AlgorithmIdentifier: org.bouncycastle.asn1.x509.AlgorithmIdentifier getInstance(org.bouncycastle.asn1.ASN1TaggedObject,boolean)> _SINK_
<org.bouncycastle.asn1.x509.AlgorithmIdentifier: org.bouncycastle.asn1.x509.AlgorithmIdentifier getInstance(org.bouncycastle.asn1.ASN1TaggedObject,boolean)> _SOURCE_
<org.bouncycastle.asn1.x509.AlgorithmIdentifier: org.bouncycastle.asn1.x509.AlgorithmIdentifier getInstance(java.lang.Object)> _SINK_
<org.bouncycastle.asn1.x509.AlgorithmIdentifier: org.bouncycastle.asn1.x509.AlgorithmIdentifier getInstance(java.lang.Object)> _SOURCE_
<org.bouncycastle.asn1.x509.AlgorithmIdentifier: AlgorithmIdentifier(org.bouncycastle.asn1.DERObjectIdentifier)> _SINK_
<org.bouncycastle.asn1.x509.AlgorithmIdentifier: AlgorithmIdentifier(java.lang.String)> _SINK_
<org.bouncycastle.asn1.x509.AlgorithmIdentifier: AlgorithmIdentifier(org.bouncycastle.asn1.DERObjectIdentifier,org.bouncycastle.asn1.DEREncodable)> _SINK_
<org.bouncycastle.asn1.x509.AlgorithmIdentifier: AlgorithmIdentifier(org.bouncycastle.asn1.ASN1Sequence)> _SINK_
<org.bouncycastle.asn1.x509.AlgorithmIdentifier: org.bouncycastle.asn1.DERObjectIdentifier getObjectId()> _SOURCE_
<org.bouncycastle.asn1.x509.AlgorithmIdentifier: org.bouncycastle.asn1.DEREncodable getParameters()> _SOURCE_
<org.bouncycastle.asn1.x509.AlgorithmIdentifier: org.bouncycastle.asn1.DERObject getDERObject()> _SOURCE_
<org.bouncycastle.asn1.x509.AlgorithmIdentifier: boolean equals(java.lang.Object)> _SINK_
<org.bouncycastle.asn1.x509.AlgorithmIdentifier: boolean equals(java.lang.Object)> _SOURCE_
<org.bouncycastle.asn1.DERString: java.lang.String getString()> _SOURCE_
<org.bouncycastle.asn1.DERT61String: org.bouncycastle.asn1.DERT61String getInstance(java.lang.Object)> _SINK_
<org.bouncycastle.asn1.DERT61String: org.bouncycastle.asn1.DERT61String getInstance(java.lang.Object)> _SOURCE_
<org.bouncycastle.asn1.DERT61String: org.bouncycastle.asn1.DERT61String getInstance(org.bouncycastle.asn1.ASN1TaggedObject,boolean)> _SINK_
<org.bouncycastle.asn1.DERT61String: org.bouncycastle.asn1.DERT61String getInstance(org.bouncycastle.asn1.ASN1TaggedObject,boolean)> _SOURCE_
<org.bouncycastle.asn1.DERT61String: DERT61String(byte[])> _SINK_
<org.bouncycastle.asn1.DERT61String: DERT61String(java.lang.String)> _SINK_
<org.bouncycastle.asn1.DERT61String: java.lang.String getString()> _SOURCE_
<org.bouncycastle.asn1.DERT61String: void encode(org.bouncycastle.asn1.DEROutputStream)> _SINK_
<org.bouncycastle.asn1.DERT61String: boolean equals(java.lang.Object)> _SINK_
<org.bouncycastle.asn1.DERT61String: boolean equals(java.lang.Object)> _SOURCE_
<org.bouncycastle.asn1.DERInputStream: DERInputStream(java.io.InputStream)> _SINK_
<org.bouncycastle.asn1.DERInputStream: int readLength()> _SOURCE_
<org.bouncycastle.asn1.DERInputStream: void readFully(byte[])> _SINK_
<org.bouncycastle.asn1.DERInputStream: org.bouncycastle.asn1.DERObject buildObject(int,byte[])> _SINK_
<org.bouncycastle.asn1.DERInputStream: org.bouncycastle.asn1.DERObject buildObject(int,byte[])> _SOURCE_
<org.bouncycastle.asn1.DERInputStream: org.bouncycastle.asn1.DERObject readObject()> _SOURCE_
<org.bouncycastle.asn1.DERBoolean: org.bouncycastle.asn1.DERBoolean getInstance(java.lang.Object)> _SINK_
<org.bouncycastle.asn1.DERBoolean: org.bouncycastle.asn1.DERBoolean getInstance(java.lang.Object)> _SOURCE_
<org.bouncycastle.asn1.DERBoolean: org.bouncycastle.asn1.DERBoolean getInstance(boolean)> _SINK_
<org.bouncycastle.asn1.DERBoolean: org.bouncycastle.asn1.DERBoolean getInstance(boolean)> _SOURCE_
<org.bouncycastle.asn1.DERBoolean: org.bouncycastle.asn1.DERBoolean getInstance(org.bouncycastle.asn1.ASN1TaggedObject,boolean)> _SINK_
<org.bouncycastle.asn1.DERBoolean: org.bouncycastle.asn1.DERBoolean getInstance(org.bouncycastle.asn1.ASN1TaggedObject,boolean)> _SOURCE_
<org.bouncycastle.asn1.DERBoolean: DERBoolean(byte[])> _SINK_
<org.bouncycastle.asn1.DERBoolean: DERBoolean(boolean)> _SINK_
<org.bouncycastle.asn1.DERBoolean: boolean isTrue()> _SOURCE_
<org.bouncycastle.asn1.DERBoolean: void encode(org.bouncycastle.asn1.DEROutputStream)> _SINK_
<org.bouncycastle.asn1.DERBoolean: boolean equals(java.lang.Object)> _SINK_
<org.bouncycastle.asn1.DERBoolean: boolean equals(java.lang.Object)> _SOURCE_
<org.bouncycastle.asn1.DEREnumerated: org.bouncycastle.asn1.DEREnumerated getInstance(java.lang.Object)> _SINK_
<org.bouncycastle.asn1.DEREnumerated: org.bouncycastle.asn1.DEREnumerated getInstance(java.lang.Object)> _SOURCE_
<org.bouncycastle.asn1.DEREnumerated: org.bouncycastle.asn1.DEREnumerated getInstance(org.bouncycastle.asn1.ASN1TaggedObject,boolean)> _SINK_
<org.bouncycastle.asn1.DEREnumerated: org.bouncycastle.asn1.DEREnumerated getInstance(org.bouncycastle.asn1.ASN1TaggedObject,boolean)> _SOURCE_
<org.bouncycastle.asn1.DEREnumerated: DEREnumerated(int)> _SINK_
<org.bouncycastle.asn1.DEREnumerated: DEREnumerated(java.math.BigInteger)> _SINK_
<org.bouncycastle.asn1.DEREnumerated: DEREnumerated(byte[])> _SINK_
<org.bouncycastle.asn1.DEREnumerated: java.math.BigInteger getValue()> _SOURCE_
<org.bouncycastle.asn1.DEREnumerated: void encode(org.bouncycastle.asn1.DEROutputStream)> _SINK_
<org.bouncycastle.asn1.DEREnumerated: boolean equals(java.lang.Object)> _SINK_
<org.bouncycastle.asn1.DEREnumerated: boolean equals(java.lang.Object)> _SOURCE_
<org.bouncycastle.asn1.DERSequence: DERSequence(org.bouncycastle.asn1.DEREncodable)> _SINK_
<org.bouncycastle.asn1.DERSequence: DERSequence(org.bouncycastle.asn1.DEREncodableVector)> _SINK_
<org.bouncycastle.asn1.DERSequence: void encode(org.bouncycastle.asn1.DEROutputStream)> _SINK_
<org.bouncycastle.asn1.DERObjectIdentifier: org.bouncycastle.asn1.DERObjectIdentifier getInstance(java.lang.Object)> _SINK_
<org.bouncycastle.asn1.DERObjectIdentifier: org.bouncycastle.asn1.DERObjectIdentifier getInstance(java.lang.Object)> _SOURCE_
<org.bouncycastle.asn1.DERObjectIdentifier: org.bouncycastle.asn1.DERObjectIdentifier getInstance(org.bouncycastle.asn1.ASN1TaggedObject,boolean)> _SINK_
<org.bouncycastle.asn1.DERObjectIdentifier: org.bouncycastle.asn1.DERObjectIdentifier getInstance(org.bouncycastle.asn1.ASN1TaggedObject,boolean)> _SOURCE_
<org.bouncycastle.asn1.DERObjectIdentifier: DERObjectIdentifier(byte[])> _SINK_
